所属区,市区,小区,户型,朝向,楼层,装修情况,面积,价格(万元),单价,年份,房型
武侯,双楠,锦宏嘉华苑 ,2室1厅,东南,高楼层(共12层),精装,100.85平米,123,"12,197元/平",2002年建,板塔结合
新都,大丰,时代锦翠 ,3室1厅,东南,高楼层(共16层),简装,96.56平米,126,"13,049元/平",2012年建,塔楼
金牛,成外,派克公馆 ,3室2厅,东南 西北,中楼层(共11层),精装,133.39平米,159,"11,920元/平",2011年建,板楼
郫都,红光,同森锦熙 ,3室1厅,东南,低楼层(共33层),精装,83.1平米,105,"12,636元/平",2019年建,板塔结合
高新,金融城,西派国际 ,3室1厅,东,低楼层(共29层),精装,140.05平米,718,"51,268元/平",2016年建,板塔结合
高新,大源,嘉祥瑞庭南城 ,3室2厅,南,中楼层(共33层),精装,85.78平米,241.5,"28,154元/平",2016年建,塔楼
郫都,郫县城区,中冶中央公园 ,3室2厅,东北,中楼层(共23层),精装,88.36平米,97.5,"11,035元/平",2017年建,板塔结合
高新,远大,领馆国际城 ,3室2厅,南,中楼层(共26层),精装,100.33平米,210,"20,931元/平",2013年建,板塔结合
龙泉驿,东山,东山国际新城E区 ,3室2厅,东南,低楼层(共18层),简装,84.6平米,105,"12,412元/平",2009年建,板塔结合
龙泉驿,航天,劲力蓝色理想 ,3室1厅,东南 南 西南,中楼层(共25层),精装,131平米,128,"9,771元/平",2006年建,板塔结合
温江,永宁,置信学府杏林一期 ,5室1厅,东 西,高楼层(共18层),毛坯,161.72平米,152,"9,399元/平",2013年建,板塔结合
高新,广都,金地天府城 ,2室1厅,西南,中楼层(共39层),简装,79.52平米,165,"20,750元/平",2015年建,塔楼
双流,东升镇,锦绣华都 ,3室2厅,东南 南,中楼层(共11层),精装,131.6平米,138.8,"10,548元/平",2005年建,塔楼
武侯,棕北,首航欣程 ,2室1厅,西南,高楼层(共30层),精装,88.26平米,225,"25,493元/平",2014年建,板塔结合
金牛,营门口,锦城名都 ,2室1厅,东南,高楼层(共33层),精装,81.18平米,154,"18,971元/平",2008年建,板塔结合
郫都,犀浦,傲城 ,2室1厅,东南,低楼层(共31层),精装,71.12平米,105,"14,764元/平",2015年建,板塔结合
郫都,红光,晶宝维吉尼亚 ,1室1厅,东南,低楼层(共18层),精装,58.1平米,51,"8,778元/平",2012年建,塔楼
龙泉驿,大面,世茂城二期 ,2室1厅,南,中楼层(共27层),简装,54.48平米,98.8,"18,136元/平",2013年建,塔楼
双流,蛟龙港,人居都市阳光 ,2室2厅,南,低楼层(共14层),精装,94.99平米,130,"13,686元/平",2010年建,板塔结合
西南交大,西南交大,交大智能一期南苑 ,2室1厅,西北,中楼层(共7层),毛坯,69.23平米,85,"12,278元/平",2000年建,板楼
锦江,三圣乡,锦江城市花园一期 ,2室1厅,西南,中楼层(共34层),简装,51.75平米,89,"17,199元/平",2009年建,板塔结合
武侯,新双楠,保利花园四期 ,2室2厅,南 北,中楼层(共16层),精装,63.59平米,168,"26,420元/平",2014年建,板塔结合
锦江,三圣乡,锦江城市花园一期 ,2室1厅,西南,中楼层(共34层),简装,51.75平米,89,"17,199元/平",2009年建,板塔结合
青羊,外光华,蓝光SOFA社区 ,1室1厅,西,高楼层(共20层),精装,49.32平米,106,"21,493元/平",2011年建,板楼
武侯,火车南站,三度空间 ,1室1厅,南,中楼层(共22层),简装,55.78平米,96,"17,211元/平",2011年建,板楼
武侯,武侯立交,怡泰花园 ,1室1厅,西北,低楼层(共16层),简装,46.02平米,56.6,"12,300元/平",2014年建,板楼
金牛,国宾,恒大西锦城 ,2室2厅,东南,低楼层(共29层),精装,89.18平米,155,"17,381元/平",2012年建,塔楼
温江,温江新城,新华苑(温江) ,2室1厅,南,中楼层(共6层),其他,77.81平米,83,"10,668元/平",2008年建,板楼
成华,八里小区,中铁二局玛塞城 ,2室1厅,东南,低楼层(共33层),精装,65.92平米,149,"22,604元/平",2015年建,塔楼
武侯,红牌楼,银泰香樟林 ,2室1厅,南,中楼层(共17层),精装,77.16平米,183,"23,717元/平",2014年建,板楼
锦江,沙河堡,万科金润华府 ,2室2厅,东 东北,中楼层(共35层),精装,65.74平米,171.8,"26,134元/平",2012年建,塔楼
新都,毗河,澳洲湾 ,2室2厅,南,中楼层(共33层),精装,85.39平米,118,"13,819元/平",2011年建,板塔结合
双流,文星镇,合力达卓越南城 ,2室1厅,东南 东,高楼层(共18层),精装,66.93平米,115,"17,183元/平",2018年建,板塔结合
新都,大丰,和信沪丰领地 ,2室1厅,南,高楼层(共20层),精装,74.67平米,105,"14,062元/平",2017年建,板楼
天府长城,天府长城,天府名居 ,2室2厅,南,中楼层(共18层),精装,103.56平米,235,"22,693元/平",2006年建,塔楼
金牛,金府,兴元绿洲一期 ,2室1厅,南,中楼层(共22层),精装,79.77平米,106,"13,289元/平",2007年建,塔楼
天府新区,南湖,双华麓港 ,2室1厅,西,中楼层(共18层),精装,83.44平米,153,"18,337元/平",2009年建,塔楼
武侯,广福桥,燃灯寺东街11号 ,2室1厅,南,低楼层(共6层),精装,68.65平米,87,"12,673元/平",2000年建,板塔结合
温江,温江大学城,蓝润睿城 ,1室1厅,东南,低楼层(共26层),精装,40.28平米,47,"11,669元/平",2011年建,塔楼
温江,光华大道沿线,合能珍宝琥珀 ,2室1厅,北,中楼层(共34层),精装,67.68平米,89,"13,151元/平",2014年建,板塔结合
金牛,茶店子,福祥家园瑞康苑 ,1室1厅,东南,高楼层(共6层),简装,46.57平米,64,"13,743元/平",2007年建,板楼
金牛,金牛万达,禾嘉利好 ,1室2厅,东,高楼层(共18层),简装,57.38平米,59.8,"10,422元/平",2007年建,板楼
武侯,五大花园,园中园东苑 ,2室2厅,西南,中楼层(共7层),简装,79.62平米,85,"10,676元/平",2000年建,板楼
成华,万年场,上霖东方 ,2室2厅,西南,高楼层(共16层),精装,76.66平米,135,"17,611元/平",2010年建,板塔结合
成华,动物园,金科一城 ,2室1厅,西北,低楼层(共20层),精装,68.79平米,110,"15,991元/平",2009年建,塔楼
天府新区南江,麓山,麓岭汇 ,2室2厅,西南 西,23层,精装,113.62平米,245,"21,564元/平",2016年建,板楼
双流,航空港,蓝光圣菲town城 ,2室1厅,北,高楼层(共23层),精装,65.27平米,105,"16,088元/平",2009年建,板塔结合
武侯,外双楠,华馨名屋 ,2室1厅,北,中楼层(共7层),精装,87.09平米,102,"11,713元/平",2004年建,板楼
武侯,外双楠,华馨名屋 ,2室1厅,北,中楼层(共7层),精装,87.09平米,102,"11,713元/平",2004年建,板楼
金牛,茶店子,金域港湾 ,2室2厅,南,中楼层(共11层),精装,93.07平米,140,"15,043元/平",2006年建,板塔结合
高新西,高新西,上锦颐园佳境 ,2室1厅,东南,低楼层(共26层),简装,88.4平米,78.8,"8,915元/平",2012年建,板塔结合
武侯,火车南站,绿地GIC贰期 ,3室2厅,北,高楼层(共37层),毛坯,131.06平米,325,"24,798元/平",2018年建,塔楼
蓝谷地,蓝谷地,海桐三期 ,1室1厅,南,中楼层(共24层),精装,46.54平米,70,"15,041元/平",2014年建,塔楼
温江,光华大道沿线,8号公馆 ,2室2厅,南,高楼层(共31层),精装,88.81平米,116,"13,062元/平",2014年建,板塔结合
金牛,茶店子,锦城苑(金牛) ,3室2厅,东南,低楼层(共7层),精装,131.58平米,180,"13,680元/平",1999年建,板楼
温江,温江大学城,中铁丽景书香 ,3室2厅,西南,低楼层(共33层),精装,89平米,125,"14,045元/平",2017年建,板塔结合
新都,毗河,富力桃园A区 ,3室1厅,东南,中楼层(共32层),简装,128.66平米,125,"9,716元/平",2015年建,板楼
金牛,成外,成都后花园四期 ,3室2厅,东北,中楼层(共22层),精装,84.05平米,130,"15,467元/平",2018年建,塔楼
成华,东郊记忆,招商中央华城二期 ,3室1厅,西北,低楼层(共33层),精装,81.51平米,214,"26,255元/平",2015年建,板塔结合
成华,理工大,交大归谷建设派 ,3室1厅,东北,高楼层(共34层),简装,73.39平米,162,"22,074元/平",2017年建,塔楼
猛追湾,猛追湾,望平街78号 ,2室1厅,东南,中楼层(共7层),精装,55.95平米,61.5,"10,992元/平",1985年建,板楼
温江,光华大道沿线,洲际亚洲湾B区 ,4室1厅,东北,高楼层(共32层),精装,111.27平米,158,"14,200元/平",2017年建,板塔结合
温江,光华大道沿线,洲际银海湾 ,3室1厅,东南,中楼层(共22层),毛坯,121.44平米,186,"15,317元/平",2016年建,板塔结合
温江,光华大道沿线,恒大未来城二期 ,3室2厅,南,低楼层(共32层),精装,91.11平米,143,"15,696元/平",2020年建,板塔结合
青羊,外光华,绿地新里城 ,4室2厅,南 东南,中楼层(共21层),精装,144.95平米,459,"31,667元/平",2021年建,平房
武侯,五大花园,交大花园武侯小区 ,3室1厅,南,中楼层(共7层),精装,81.3平米,96,"11,809元/平",2000年建,板楼
郫都,犀浦,今日花园 ,2室2厅,西南,低楼层(共6层),简装,83平米,73,"8,796元/平",2006年建,板塔结合
高新西,高新西,万景峰二期 ,3室2厅,东南 南,低楼层(共33层),精装,75平米,105.8,"14,107元/平",2012年建,塔楼
武侯,外双楠,鹭岛国际一二期 ,3室1厅,东,中楼层(共11层),精装,135平米,322,"23,852元/平",2006年建,板楼
成华,理工大,交大归谷建设派 ,3室2厅,东北,高楼层(共33层),简装,73.94平米,163,"22,045元/平",2017年建,塔楼
武侯,新双楠,中筑西府兰庭 ,3室1厅,西,高楼层(共17层),精装,85.48平米,212,"24,802元/平",2016年建,板塔结合
龙泉驿,大面,凯德卓锦万黛 ,3室2厅,东北,中楼层(共39层),精装,89.22平米,149.9,"16,802元/平",2015年建,板塔结合
郫都,郫县城区,中铁奥维尔二期 ,3室1厅,东南 南,31层,毛坯,88.7平米,80,"9,020元/平",2016年建,塔楼
成华,SM广场,金房玺座 ,3室2厅,东南,高楼层(共31层),简装,95.91平米,245,"25,545元/平",2018年建,塔楼
武侯,五大花园,颐和雅居 ,3室1厅,东南,中楼层(共13层),简装,113.9平米,166,"14,575元/平",2006年建,板塔结合
温江,温江大学城,月映长滩栖悦 ,3室2厅,西南,高楼层(共18层),毛坯,92.56平米,68,"7,347元/平",2015年建,板塔结合
龙泉驿,大面,龙城1号 ,3室1厅,西北,高楼层(共33层),精装,85.12平米,159,"18,680元/平",2011年建,塔楼
龙泉驿,大面,师大现代花园 ,3室1厅,西南,中楼层(共32层),精装,121.84平米,160,"13,132元/平",2013年建,塔楼
高新西,高新西,万景峰一期 ,3室1厅,东,低楼层(共33层),精装,86.9平米,116.8,"13,441元/平",2012年建,板塔结合
温江,花都大道,尚西花郡 ,5室2厅,西南,低楼层(共22层),毛坯,276.1平米,165,"5,977元/平",2009年建,板塔结合
温江,永宁,双城维拉小镇 ,3室2厅,东南,高楼层(共6层),精装,174平米,128.5,"7,386元/平",2006年建,板楼
温江,光华大道沿线,春天大道 ,3室1厅,东南,高楼层(共25层),毛坯,134.13平米,190,"14,166元/平",2009年建,板塔结合
高新,中和,锦江帆影 ,5室2厅,北,中楼层(共32层),简装,175.51平米,260,"14,814元/平",2009年建,塔楼
龙泉驿,西河,招商依云上城二期 ,3室2厅,南,低楼层(共40层),精装,84.21平米,102.8,"12,208元/平",2020年建,塔楼
青羊,府南新区,锦秀民居 ,3室2厅,南,低楼层(共7层),简装,122.27平米,140,"11,451元/平",2001年建,板楼
金牛,成外,万科城臻园 ,3室1厅,东南,低楼层(共21层),精装,90.01平米,171,"18,998元/平",2018年建,板塔结合
郫都,犀浦,怡景城市花苑 ,2室2厅,南,高楼层(共26层),精装,73.36平米,92,"12,541元/平",2013年建,板塔结合
郫都,郫县城区,海骏达蜀都1号三期 ,3室2厅,东北,中楼层(共32层),毛坯,101平米,116,"11,486元/平",2019年建,塔楼
天府新区,南湖,海伦春天 ,3室2厅,南,高楼层(共40层),精装,99.08平米,210,"21,195元/平",2018年建,板塔结合
高新,大源,保利心语花园二期 ,4室2厅,西南,32层,精装,134.81平米,545,"40,428元/平",2012年建,板塔结合
天府新区南江,麓山,合能枫丹铂麓一期 ,3室2厅,西南,高楼层(共26层),毛坯,76.81平米,155,"20,180元/平",2017年建,板塔结合
成华,动物园,华宇阳光尚座 ,3室1厅,南,中楼层(共17层),精装,78.37平米,139,"17,737元/平",2013年建,塔楼
天府新区,南湖,石油广都小区 ,4室2厅,东南,低楼层(共6层),精装,141.27平米,159.8,"11,312元/平",2002年建,板楼
天府新区,南湖,海伦春天 ,3室2厅,南,中楼层(共40层),精装,99.08平米,218,"22,003元/平",2018年建,板塔结合
天府新区,南湖,北辰南湖香麓 ,4室2厅,南 北,高楼层(共32层),毛坯,119.12平米,265,"22,247元/平",2020年建,板塔结合
成华,万年场,交大梦家 ,3室1厅,西,中楼层(共29层),精装,67.92平米,142,"20,907元/平",2018年建,塔楼
天府新区南江,麓山,合能枫丹铂麓一期 ,3室2厅,西南,高楼层(共26层),毛坯,76.81平米,155,"20,180元/平",2017年建,板塔结合
青羊,蜀汉路,同怡横街50号 ,3室2厅,西南,高楼层(共6层),简装,98.24平米,143,"14,557元/平",2000年建,板楼
五块石,五块石,杨柳新屯 ,3室1厅,东,高楼层(共6层),简装,99.24平米,88,"8,868元/平",2006年建,板楼
万象城,万象城,华润二十四城三期 ,3室1厅,西,中楼层(共30层),精装,89.07平米,249,"27,956元/平",2012年建,板塔结合
龙泉驿,龙泉驿城区,龙都国际 ,4室2厅,西北,高楼层(共26层),其他,135.61平米,138,"10,177元/平",2017年建,板塔结合
龙泉驿,阳光城,金山御景蓝湾 ,3室2厅,东南,高楼层(共31层),简装,118平米,85,"7,204元/平",2015年建,板塔结合
新都,新都城区,天府香城印象 ,4室2厅,东南,低楼层(共26层),毛坯,113.52平米,98,"8,633元/平",2012年建,板塔结合
青羊,府南新区,锦西民宅 ,3室1厅,南,低楼层(共7层),简装,92.78平米,155,"16,707元/平",2002年建,板楼
新都,大丰,保利爱尚里 ,3室2厅,北,低楼层(共33层),精装,90.83平米,139,"15,304元/平",2018年建,塔楼
温江,温江大学城,格澜威尔 ,3室2厅,东北,高楼层(共18层),精装,84.52平米,103,"12,187元/平",2013年建,板塔结合
天府新区,南湖,中海锦江城花涧一期 ,3室2厅,南 北,中楼层(共11层),精装,112.12平米,295,"26,312元/平",2018年建,板塔结合
龙泉驿,龙泉驿城区,人和世家 ,3室2厅,南 北,中楼层(共17层),精装,106平米,105,"9,906元/平",2015年建,板塔结合
龙泉驿,龙泉驿城区,东麓驿境四期 ,3室2厅,东南,中楼层(共25层),简装,105.48平米,128,"12,136元/平",2015年建,板塔结合
龙泉驿,航天,劲力蓝色理想 ,2室1厅,南,中楼层(共26层),精装,87.15平米,95,"10,901元/平",2006年建,板塔结合
高新,华府,万锦城 ,4室2厅,东 东南,高楼层(共34层),精装,115.23平米,210,"18,225元/平",2016年建,板塔结合
成华,动物园,首创光和城二期 ,3室1厅,北,高楼层(共33层),精装,78.69平米,152,"19,317元/平",2016年建,塔楼
新都,保利公园,保利公园198丁香郡 ,3室2厅,南,低楼层(共26层),精装,125.17平米,135,"10,786元/平",2012年建,塔楼
温江,温江大学城,汀兰湾 ,3室2厅,北,高楼层(共18层),简装,81.35平米,81,"9,957元/平",2019年建,塔楼
温江,温江老城,凤溪大道社区金强会所 ,4室2厅,西北,高楼层(共6层),毛坯,153.66平米,109.8,"7,146元/平",2003年建,板楼
高新,新北,神仙树馨苑 ,2室1厅,东南,高楼层(共23层),精装,56平米,105,"18,750元/平",2011年建,塔楼
天府新区,锦江生态带,恒大天府半岛二期 ,3室2厅,南,高楼层(共18层),精装,139.99平米,288,"20,573元/平",2016年建,板塔结合
金牛,成外,派克公馆 ,4室2厅,西北,高楼层(共18层),毛坯,173.11平米,192,"11,092元/平",2011年建,板塔结合
武侯,丽都,维港 ,2室2厅,西南,中楼层(共18层),简装,69平米,150,"21,740元/平",2011年建,板楼
锦江,盐市口,太升南路173号 ,3室2厅,东南,中楼层(共7层),简装,84.65平米,110,"12,995元/平",1992年建,板楼
双流,东升镇,海棠金宇 ,3室2厅,东,中楼层(共6层),简装,113.32平米,88,"7,766元/平",2003年建,暂无数据
金牛,成外,派克公馆 ,4室2厅,西北,高楼层(共18层),毛坯,173.11平米,192,"11,092元/平",2011年建,板塔结合
天府新区,锦江生态带,恒大天府半岛二期 ,3室2厅,南,高楼层(共18层),精装,139.99平米,288,"20,573元/平",2016年建,板塔结合
金牛,高家庄,西线阳光 ,3室2厅,西北 北,高楼层(共18层),简装,89.05平米,138,"15,497元/平",2007年建,板楼
武侯,丽都,丽都世家A区 ,1室1厅,东南,低楼层(共17层),精装,53.54平米,112,"20,919元/平",2014年建,板楼
成华,东郊记忆,枫祥苑 ,3室2厅,东,中楼层(共33层),简装,89.73平米,146,"16,272元/平",2008年建,板塔结合
高新,新会展,美年广场美岸 ,3室1厅,南 北,低楼层(共31层),精装,86.65平米,266,"30,699元/平",2012年建,板楼
双流,东升镇,清泰路一段7号 ,3室2厅,东南,高楼层(共6层),简装,145.24平米,69,"4,751元/平",2003年建,板楼
成华,万年场,鲁能公馆1区 ,3室2厅,南,中楼层(共29层),精装,81平米,225,"27,778元/平",2017年建,板塔结合
青羊,府南新区,锦秀民居 ,3室1厅,东南 东北,中楼层(共7层),精装,121.5平米,142.8,"11,754元/平",2001年建,板楼
温江,温江老城,都市水岸 ,3室2厅,东南,中楼层(共6层),毛坯,136.34平米,113,"8,289元/平",2007年建,板楼
双流,东升镇,锦绣华都 ,3室2厅,东南,高楼层(共13层),简装,100.54平米,112,"11,140元/平",2008年建,塔楼
郫都,郫县城区,景尚景一期 ,3室2厅,东南,中楼层(共33层),精装,129.52平米,140,"10,810元/平",2012年建,板楼
成华,东郊记忆,招商中央华城二期 ,3室2厅,东南,低楼层(共33层),精装,101.26平米,249.8,"24,670元/平",2017年建,板塔结合
龙泉驿,西河,昊园江南壹品 ,3室1厅,南,中楼层(共29层),毛坯,82.55平米,84,"10,176元/平",2015年建,板楼
